top1,top2,0
LAURA FERNÁNDEZ,ÁLVARO RAMOS,0.73058
LAURA FERNÁNDEZ,RESTO,0.09503
LAURA FERNÁNDEZ,FABRICIO ALVARADO,0.061715
LAURA FERNÁNDEZ,CLAUDIA DOBLES,0.042395
LAURA FERNÁNDEZ,ARIEL ROBLES,0.041465
LAURA FERNÁNDEZ,OTROS,0.02259
LAURA FERNÁNDEZ,JOSÉ AGUILAR,0.006225
