top1,top2,0
LAURA FERNÁNDEZ,ÁLVARO RAMOS,0.57766
LAURA FERNÁNDEZ,CLAUDIA DOBLES,0.39287
LAURA FERNÁNDEZ,RESTO,0.029295
LAURA FERNÁNDEZ,ARIEL ROBLES,0.00017
LAURA FERNÁNDEZ,JUAN CARLOS HIDALGO,5e-06
